song,song_id,artist,artist_id,category,genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
Something In The Air Between Us,6GBqHQAW0Z16wsQQzN65i4,Sophie Milman,19GI8I4UhSpBl8Y9XpKyT4,jazz,"['vocal', 'contemporary', 'adult']",0.591,0.242,3.0,-12.615,0.0,0.0295,0.925,4.88e-05,0.0953,0.199,115.807,252560.0,4.0
Yours,3STjN5FAkJiljtZzrSeE0I,Sara Gazarek,7JAxSqDybAiZCDoqJ1R1fc,jazz,"['vocal', 'contemporary', 'adult']",0.485,0.192,7.0,-12.345999999999998,1.0,0.0348,0.935,3.09e-05,0.104,0.181,116.692,242627.0,3.0
Easy To Love,5tu4L93jf26r7Nak71lcVs,Patricia Barber,16R5esBHEkxTw1QO9dnWM5,jazz,"['vocal', 'contemporary']",0.743,0.408,2.0,-14.223,0.0,0.0361,0.7070000000000001,0.0393,0.0997,0.593,141.41899999999995,216320.0,4.0
A Time For Love,0Oho1Elt6nNyiHZyZR8OaG,Jane Monheit,7rwI5cbw9cUKFVul2rZMiZ,jazz,"['vocal', 'contemporary', 'lounge', 'adult']",0.249,0.284,1.0,-12.1,0.0,0.0368,0.941,5.62e-05,0.239,0.0738,116.665,301320.0,4.0
Moonlight Serenade,3xXrF1nomzDLLMngfZNmKw,Kurt Elling,1UhC1mCcd9SFXLibHhMX61,jazz,"['vocal', 'contemporary', 'adult']",0.371,0.0884,3.0,-18.251,1.0,0.0376,0.856,0.0,0.101,0.158,87.441,262027.0,4.0
Just My Imagination (Running Away With Me),1DkcWAZsE4oSBEkM443hdL,Dianne Reeves,7nwrblOf59ulOiB6djwPVh,jazz,"['vocal', 'contemporary']",0.6659999999999999,0.258,3.0,-11.912,1.0,0.0313,0.906,2.94e-06,0.0995,0.531,159.877,293253.0,4.0
On the Sunny Side of the Street,0O4EEHgecr30A1bLMPMLyW,Roberta Gambarini,5tW1LNzRtpzKpzTK7HAWTS,jazz,"['vocal', 'contemporary']",0.557,0.316,7.0,-13.094,1.0,0.0822,0.6729999999999999,0.0,0.0908,0.498,123.782,339693.0,3.0
Minuano,4oKVZE3P6OidPOJEpzAZVw,Kurt Elling,1UhC1mCcd9SFXLibHhMX61,jazz,"['vocal', 'contemporary', 'adult']",0.512,0.458,9.0,-10.131,0.0,0.0367,0.519,0.00031600000000000004,0.0878,0.204,147.841,475467.0,3.0
Skylark,1R41BkqjEZSq5JyOr8pXcI,Dianne Reeves,7nwrblOf59ulOiB6djwPVh,jazz,"['vocal', 'contemporary']",0.324,0.16899999999999998,7.0,-13.77,0.0,0.0311,0.93,9.27e-05,0.105,0.163,81.283,412240.0,4.0
Comes Love,6pAKHcevgVJpnAaEK5KWdk,Robin Mckelle,1HExVl6jUdYXFYmB6GoKDV,jazz,"['jazz', 'vocal', 'contemporary']",0.733,0.41,2.0,-7.816,1.0,0.0551,0.33,0.0,0.0602,0.569,119.696,204947.0,4.0
Let It Be Me,1NXEBfepqFBXmWSfUgufRa,Nnenna Freelon,4WkgNR9kn136k50T4pc7RS,jazz,"['vocal', 'contemporary']",0.489,0.5,10.0,-7.234,1.0,0.0465,0.3720000000000001,0.00175,0.15,0.299,77.09100000000002,288133.0,4.0
A Kiss To Build A Dream On,3XIOYGlOVbjh48ADjtCJmM,Ann Hampton Callaway,5wHvUotfxzSccrzX9x9g6e,jazz,"['vocal', 'contemporary']",0.6890000000000001,0.205,7.0,-12.468,1.0,0.0421,0.8740000000000001,0.000234,0.107,0.399,97.619,185733.0,4.0
Let’s Make The Most Of A Beautiful Thing,5J9HpmdD39jux3zfpFP2mi,Erin Boheme,2YtGyXqMVXz8kqhU9DRfGw,jazz,"['vocal', 'contemporary']",0.314,0.195,1.0,-12.076,1.0,0.0316,0.929,0.00146,0.151,0.104,112.331,279347.0,4.0
You Brought a New Kind of Love,4sipPcjJUcnw0ZY61s3DAa,Robin Mckelle,1HExVl6jUdYXFYmB6GoKDV,jazz,"['jazz', 'vocal', 'contemporary']",0.585,0.292,1.0,-11.567,1.0,0.0322,0.677,0.0,0.154,0.395,106.09,172427.0,4.0
Tell Me All About It,5wDWTSRy6BDzBTtycjhbvq,Natalie Cole,5tTsrGPwQRWUsHR2Xf7Ke9,jazz,"['mellow', 'lounge', 'soft', 'adult', 'soul', 'motown', 'vocal', 'quiet']",0.665,0.266,4.0,-10.636,0.0,0.0412,0.7140000000000001,0.0,0.112,0.418,132.124,250333.0,4.0
Almost Blue,6oRp7qd58mcaKHa8nsxlot,Diana Krall,5z1VAFwT35EVvCp1XlZZuL,jazz,"['jazz', 'vocal', 'contemporary', 'adult']",0.411,0.0696,7.0,-17.004,0.0,0.0404,0.785,0.0,0.124,0.114,132.42,243360.0,3.0
Gingerbread Boy,3Gi69Wjht0q3AZQu6tQwxi,Miles Davis,0kbYTNQb4Pb1rPbbaF0pT4,jazz,"['contemporary', 'hard', 'bebop', 'cool', 'jazz']",0.355,0.5579999999999999,3.0,-12.452,1.0,0.0437,0.0774,0.000787,0.384,0.647,141.219,464000.0,4.0
Witch Hunt,4ISR8jbfn5x4deKzPflL6B,Wayne Shorter,0ZqhrTXYPA9DZR527ZnFdO,jazz,"['contemporary', 'hard', 'bebop', 'free', 'soul', 'cool', 'vocal', 'avant-garde', 'jazz']",0.423,0.45,5.0,-13.532,0.0,0.038,0.562,2.02e-05,0.0725,0.39,104.352,490600.0,4.0
Hand Jive,31W4cIsWpn6zubliC06BsN,Miles Davis,0kbYTNQb4Pb1rPbbaF0pT4,jazz,"['contemporary', 'hard', 'bebop', 'cool', 'jazz']",0.374,0.621,7.0,-8.775,1.0,0.0395,0.0133,0.000277,0.215,0.334,130.154,534573.0,4.0
Black Codes,5YgifWgpWSqm451l7Y7c6L,Wynton Marsalis,375zxMmh2cSgUzFFnva0O7,jazz,"['contemporary', 'classical', 'hard', 'new', 'bebop', 'cool', 'vocal', 'straight-ahead', 'big', 'jazz']",0.444,0.491,1.0,-12.993,1.0,0.0347,0.644,0.799,0.0829,0.593,91.439,571227.0,4.0
Brazilia,3yaW8Zb4h0zZVtQyxncNuM,John Coltrane Quartet,67PZTxaHKMZBFRUh8wIzCy,jazz,"['contemporary', 'hard', 'bebop', 'free', 'cool', 'avant-garde', 'jazz']",0.35200000000000004,0.695,6.0,-10.380999999999998,1.0,0.0563,0.59,0.000535,0.262,0.504,109.077,777053.0,4.0
Speedball,44MyZZa2SPW0BO9XcmlU9F,Lee Morgan,38C3okxv3fyyOIQUVPCdGX,jazz,"['contemporary', 'hard', 'bebop', 'free', 'soul', 'cool', 'vocal', 'big', 'jazz']",0.617,0.618,1.0,-11.767,1.0,0.0339,0.564,0.019,0.292,0.8490000000000001,98.924,332373.0,4.0
E's Flat Ah's Flat Too,2uG5erIimWW9wLnz57BFFZ,Charles Mingus,1W8TbFzNS15VwsempfY12H,jazz,"['contemporary', 'hard', 'bebop', 'free', 'cool', 'avant-garde', 'electric', 'jazz']",0.382,0.476,1.0,-14.27,1.0,0.0875,0.644,1.01e-06,0.119,0.6579999999999999,147.003,402240.0,4.0
One Finger Snap - Remastered 1999 / Rudy Van Gelder Edition,20jyBVnGtIVFXvnwASe6LT,Herbie Hancock,2ZvrvbQNrHKwjT7qfGFFUW,jazz,"['funk', 'contemporary', 'bebop', 'soul', 'cool', 'instrumental', 'jazz']",0.472,0.8,5.0,-8.427,0.0,0.0694,0.624,0.00153,0.321,0.731,136.898,441387.0,4.0
Passion Dance,0lELi5BqmUO4hXTFfAUf60,McCoy Tyner,2EsmKkHsXK0WMNGOtIhbxr,jazz,"['contemporary', 'hard', 'bebop', 'free', 'soul', 'cool', 'stride', 'avant-garde', 'jazz']",0.473,0.7709999999999999,1.0,-8.652999999999999,1.0,0.0457,0.4370000000000001,0.0,0.113,0.474,118.942,527427.0,4.0
R.J.,3rBVE16rpR9d9KivCflGON,Miles Davis,0kbYTNQb4Pb1rPbbaF0pT4,jazz,"['contemporary', 'hard', 'bebop', 'cool', 'jazz']",0.45,0.481,0.0,-11.189,1.0,0.0323,0.301,3.53e-06,0.39,0.581,135.907,235293.0,4.0
Cascades,4VBzQ9rcUiMM0SSfdV38si,Oliver Nelson,2nQKUeZeleLGNsJj6WLUXN,jazz,"['contemporary', 'hard', 'avant-garde', 'bebop', 'free', 'soul', 'cool', 'big', 'jazz']",0.595,0.429,5.0,-11.928,0.0,0.0594,0.748,0.69,0.0647,0.823,125.481,331027.0,4.0
Pick Up Your Feelings,2JLVZYEMmqPWbUoAJAMKfm,Jazmine Sullivan,7gSjFKpVmDgC2MMsnN8CYq,rnb,"['neo', 'pop', 'hip', 'urban', 'alternative', 'r&b', 'dance']",0.7290000000000001,0.414,7.0,-6.138,0.0,0.0565,0.29100000000000004,0.0,0.0793,0.565,85.729,232096.0,3.0
"Your Turn (feat. Musiq Soulchild, Tish Hyman & 6LACK)",29zlMCUoFqwWMMTFwY7rTI,Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,rnb,"['r&b', 'pop', 'hip', 'trap']",0.5329999999999999,0.389,0.0,-9.175,1.0,0.0542,0.18,0.0,0.112,0.248,145.894,319555.0,4.0
Damage,0KS2h61pHQ4WmOwruD7uxD,H.E.R.,3Y7RZ31TRPVadSFVy1o8os,rnb,"['pop', 'urban', 'alternative', 'r&b', 'dance']",0.6459999999999999,0.696,1.0,-6.505,1.0,0.065,0.113,0.0,0.115,0.18,81.336,223415.0,4.0
Sending My Love - Spotify Singles,1KFHD2MK0wQADYddeed7Qf,Chloe x Halle,0AsThoR4KZSVktALiNcQwW,rnb,"['pop', 'alternative', 'r&b', 'post-teen', 'dance']",0.578,0.599,4.0,-8.692,0.0,0.0402,0.0339,0.0,0.28600000000000003,0.475,95.005,173206.0,4.0
Hit Different,7Bar1kLTmsRmH6FCKKMEyU,SZA,7tYKF4w9nC0nq9CsPZTHyP,rnb,"['dance', 'pop', 'rap']",0.679,0.516,0.0,-6.371,0.0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008.0,4.0
Not Another Love Song,5XqDJFVCyRTm5J7cIfRmR1,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,rnb,"['pop', 'rap', 'urban', 'r&b', 'post-teen', 'dance', 'uk']",0.499,0.612,4.0,-5.947,0.0,0.127,0.171,4.99e-05,0.0993,0.218,157.218,217801.0,4.0
Wake Up Love,2KkNkv6ciB6bt2hvHtOrin,Teyana Taylor,4ULO7IGI3M2bo0Ap7B9h8a,rnb,"['neo', 'pop', 'hip', 'urban', 'alternative', 'r&b', 'dance']",0.583,0.7659999999999999,11.0,-4.743,0.0,0.405,0.502,1.79e-06,0.159,0.203,131.374,215329.0,3.0
PERSIAN RUGS,02UJ1sCanP94fS2MdsWafh,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,rnb,"['rap', 'toronto', 'trap', 'urban', 'pop']",0.768,0.428,1.0,-8.156,0.0,0.0459,0.0489,0.000491,0.105,0.147,110.478,174307.0,4.0
Grounded,3Fy2uMZm0H6WbWhkXGjbmJ,Ari Lennox,1vaQ6v3pOFxAIrFoPrAcom,rnb,"['neo', 'dmv', 'indie', 'urban', 'alternative', 'r&b', 'pop']",0.823,0.489,0.0,-8.077,1.0,0.0753,0.386,0.0985,0.0783,0.0799,102.084,89442.0,4.0
Rain (feat. Swae Lee),1pZwFpiLKrSfNtXs6WQLlf,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,rnb,"['urban', 'dance', 'pop', 'r&b']",0.618,0.416,1.0,-9.077,1.0,0.0772,0.733,0.0,0.106,0.404,137.851,223800.0,4.0
Bad Habits,7beY8mXJuC4l0J2WgVoCfm,Usher,23zg3TcAtWQy7J6upgbUnj,rnb,"['pop', 'urban', 'r&b', 'south', 'dance', 'atl']",0.62,0.8290000000000001,5.0,-4.433,1.0,0.101,0.0934,0.0,0.111,0.636,152.279,257249.0,4.0
Borderline,1FhxEhPZpBBOJTDwSf6MA5,Brandy,05oH07COxkXKIMt6mIPRee,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.545,0.429,2.0,-7.925,0.0,0.0278,0.581,0.000335,0.113,0.364,98.957,312459.0,4.0
All About You,2uddLj27GIDBIdwRuIomE4,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,rnb,"['soul', 'modern']",0.746,0.454,9.0,-8.79,1.0,0.0583,0.122,1.52e-05,0.29600000000000004,0.268,121.921,180095.0,4.0
Lie To Me,4tGGaI4N2KDjmAwXxF1e7P,Queen Naija,3nViOFa3kZW8OMSNOzwr98,rnb,"['urban', 'dance', 'pop', 'r&b']",0.52,0.7190000000000001,0.0,-4.8660000000000005,1.0,0.383,0.31,0.0,0.0882,0.6629999999999999,173.19,192824.0,4.0
Superstar,55q1k6Ewwy1CWdHT4niANb,DaniLeigh,0XIKGBo9PnK1ApI5tZA60d,rnb,"['pop', 'rap', 'r&b']",0.504,0.4920000000000001,9.0,-7.633999999999999,1.0,0.237,0.696,4.2e-05,0.369,0.478,72.97399999999998,153597.0,4.0
Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,rnb,"['dmv', 'rap']",0.505,0.267,9.0,-13.763,0.0,0.05,0.279,0.0,0.096,0.439,143.929,247080.0,4.0
"U 2 Luv (Remix feat. Jeremih, Queen Naija, & Lil Durk)",4ngz3vlQcFj3aNnTNikoRv,Ne-Yo,21E3waRsmPlU7jZsS13rcj,rnb,"['urban', 'dance', 'pop', 'r&b']",0.6559999999999999,0.647,6.0,-7.584,1.0,0.108,0.0845,8.73e-05,0.315,0.6859999999999999,181.884,185934.0,4.0
Lost One,3HY9qrtAKtobL2nCQ535h0,Jazmine Sullivan,7gSjFKpVmDgC2MMsnN8CYq,rnb,"['neo', 'pop', 'hip', 'urban', 'alternative', 'r&b', 'dance']",0.494,0.425,0.0,-5.317,0.0,0.0746,0.848,5.12e-05,0.0895,0.275,66.602,180346.0,3.0
Think About You - Notion Mix,698qfbrci5r8U0EKceXhml,Tiana Major9,1Naqgo0HMRoumRP0e2MXD9,rnb,"['indie', 'chill', 'alternative', 'uk']",0.774,0.619,7.0,-6.367000000000001,1.0,0.0907,0.00747,2.93e-05,0.081,0.509,86.74700000000001,194883.0,4.0
You Got It,4lsHZ92XCFOQfzJFBTluk8,Vedo,3wVXTWabe3viT0jF7DfjOL,rnb,['pop'],0.774,0.376,5.0,-9.372,1.0,0.208,0.297,0.0,0.165,0.391,122.089,201587.0,4.0
So Done (feat. Khalid),3X3TlieuOl8aWzw2HeigUo,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,rnb,"['neo', 'hip', 'urban', 'r&b', 'pop']",0.399,0.459,7.0,-6.359,0.0,0.0938,0.813,0.0,0.11,0.375,82.52799999999998,235785.0,4.0
My Affection (with PARTYNEXTDOOR),2aSM4sbNN7cSmpYOG0sf46,Summer Walker,57LYzLEk2LcFghVwuWbcuS,rnb,"['pop', 'r&b']",0.632,0.495,7.0,-8.335,1.0,0.14300000000000002,0.333,0.0,0.0941,0.233,77.083,213933.0,4.0
Trenches,7z9lRMknTiGUeV2cD7oTy6,Monica,6nzxy2wXs6tLgzEtqOkEi2,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'r&b', 'dance']",0.622,0.501,1.0,-4.33,1.0,0.21,0.00642,0.0,0.16699999999999998,0.308,202.007,215798.0,4.0
Go Crazy,5E1aFH3QO8NHlocnXIPTYo,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,rnb,"['dance', 'pop', 'r&b', 'rap']",0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,4.0
Inhale,4ptJnPKDD6S038BlYss3Tf,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,rnb,"['trap', 'pop', 'rap', 'kentucky']",0.464,0.7140000000000001,4.0,-8.23,0.0,0.411,0.317,0.00274,0.247,0.456,77.524,174091.0,4.0
Circles,7GU4sdexteLwpjIZ36QPFL,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,rnb,"['urban', 'dance', 'pop', 'r&b']",0.6809999999999999,0.6509999999999999,9.0,-5.533,1.0,0.104,0.103,0.0,0.103,0.416,106.045,257385.0,4.0
Comeback,1Tv6DohXfBPROpBCVWnVCP,JoJo,5xuNBZoM7z1Vv8IQ6uM0p6,rnb,"['pop', 'hip', 'urban', 'r&b', 'post-teen', 'dance']",0.6829999999999999,0.541,8.0,-7.615,0.0,0.0695,0.0666,0.00939,0.107,0.29100000000000004,122.989,190933.0,4.0
Put In Work (with Chris Brown),6rij5OZoU4FSA2lTbFmRgi,Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,rnb,"['pop', 'rap', 'urban', 'r&b', 'dance', 'atl']",0.6,0.6779999999999999,10.0,-5.227,0.0,0.13,0.0491,0.0,0.138,0.494,136.858,199897.0,4.0
Stutter (feat. Mystikal) - Double Take Remix,7FWuzwapuKHTEyDJIcQOw3,Joe,3zTOe1BtyTkwNvYZOxXktX,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'r&b', 'dance']",0.767,0.759,6.0,-6.516,1.0,0.117,0.0513,0.0,0.31,0.677,89.98899999999998,213027.0,4.0
Go On Girl,3QE7ObGjkt1kYnhLvZPRUy,Ne-Yo,21E3waRsmPlU7jZsS13rcj,rnb,"['urban', 'dance', 'pop', 'r&b']",0.637,0.521,4.0,-6.959,1.0,0.109,0.155,0.0,0.0945,0.562,83.896,261427.0,4.0
Stingy,6De63WRULDaa1fxOyLilnv,Ginuwine,7r8RF1tN2A4CiGEplkp1oP,rnb,"['neo', 'hip', 'new', 'urban', 'r&b', 'southern', 'dance']",0.622,0.573,1.0,-6.934,0.0,0.0547,0.26,0.0,0.173,0.617,127.132,259493.0,4.0
That Girl,08fhbfRSg7eEH0IZT7pB6a,Marques Houston,1goOx6gnQdUllLfSMsL4Rt,rnb,"['hip', 'new', 'urban', 'r&b', 'pop']",0.6829999999999999,0.552,10.0,-5.1389999999999985,1.0,0.108,0.5479999999999999,0.0,0.221,0.519,98.946,215960.0,4.0
Talkin' To Me (Edit),72Oh7sKJUEINkQnoPO4kHS,Amerie,08rMCq2ek1YjdDBsCPVH2s,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.7440000000000001,0.406,8.0,-6.377999999999999,0.0,0.0722,0.113,0.0,0.0316,0.725,89.94200000000002,234707.0,4.0
Shake It Off,4VKnkoNNM6yTb4cXXX3wqD,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,rnb,"['urban', 'dance', 'pop', 'r&b']",0.777,0.493,2.0,-6.516,1.0,0.126,0.181,0.0,0.108,0.82,134.086,232840.0,4.0
I Should Have Cheated,5tFDgH6do20IXdSoNBAmXK,Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.436,0.5329999999999999,2.0,-4.266,0.0,0.0472,0.265,0.0,0.332,0.366,130.768,327693.0,4.0
Do You,0JKjqJLo145b1mqA6MnhIl,Ne-Yo,21E3waRsmPlU7jZsS13rcj,rnb,"['urban', 'dance', 'pop', 'r&b']",0.588,0.614,5.0,-5.857,0.0,0.0726,0.31,0.0,0.321,0.59,121.299,228267.0,5.0
He Is,0quNCQBS4g9P8V2pbP0Q5U,Brandy,05oH07COxkXKIMt6mIPRee,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.594,0.404,7.0,-7.5779999999999985,0.0,0.0346,0.27,0.0,0.0732,0.378,135.99,261133.0,4.0
Into You (feat. Fabolous),0ceeRNqbOzRiGE42KWSrRa,Tamia,0le01dl1WllSHhjEXRl4in,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'canadian', 'quiet', 'r&b', 'dance']",0.677,0.531,7.0,-7.683,0.0,0.0327,0.219,0.0,0.173,0.57,91.104,294093.0,4.0
He Wasn't Man Enough,7f1Dmr246cJ9uQYdbplTbh,Toni Braxton,3X458ddYA2YcVWuVIGGOYe,rnb,"['neo', 'hip', 'new', 'urban', 'quiet', 'r&b', 'dance']",0.7390000000000001,0.947,11.0,-1.915,0.0,0.0412,0.00947,2.99e-05,0.326,0.763,88.009,261933.0,4.0
Touch,29VphGf9Vgmvj9OBFOHZWh,Omarion,0f5nVCcR06GX8Qikz0COtT,rnb,"['pop', 'hip', 'rap', 'trap', 'urban', 'r&b', 'southern', 'dance']",0.828,0.7490000000000001,9.0,-7.5539999999999985,1.0,0.0556,0.0942,0.000171,0.114,0.953,115.053,201733.0,4.0
Love,0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.688,0.519,5.0,-4.285,1.0,0.0283,0.064,0.0,0.1,0.318,116.714,255333.0,4.0
Call Me,2aBEchhqPDgnvjPhCgzHSx,Tweet,6zDBeei6hHRiZdAJ6zoTCo,rnb,"['neo', 'urban', 'r&b', 'hip']",0.552,0.706,1.0,-8.117,0.0,0.363,0.484,6.49e-05,0.07400000000000001,0.721,167.468,177373.0,4.0
Full Moon,0pLmfgIANOX9FB9uZDU43x,Brandy,05oH07COxkXKIMt6mIPRee,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.6920000000000001,0.6559999999999999,10.0,-4.81,0.0,0.151,0.358,0.0029,0.0929,0.629,105.994,248933.0,4.0
Officially Missing You,6CUTYJQKcDwcQ63EulINUo,Tamia,0le01dl1WllSHhjEXRl4in,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'canadian', 'quiet', 'r&b', 'dance']",0.476,0.407,4.0,-9.239,0.0,0.0368,0.247,0.0,0.14400000000000002,0.226,178.25799999999995,242467.0,4.0
Bust Your Windows,56z2qI0gKcPthQF6l8AW3E,Jazmine Sullivan,7gSjFKpVmDgC2MMsnN8CYq,rnb,"['neo', 'pop', 'hip', 'urban', 'alternative', 'r&b', 'dance']",0.6829999999999999,0.664,5.0,-4.2330000000000005,0.0,0.0332,0.5379999999999999,0.0,0.0671,0.866,106.991,266307.0,4.0
Ice Box,5qhlC4Rzals34zxovrPzKp,Omarion,0f5nVCcR06GX8Qikz0COtT,rnb,"['pop', 'hip', 'rap', 'trap', 'urban', 'r&b', 'southern', 'dance']",0.775,0.731,8.0,-5.4460000000000015,1.0,0.134,0.189,0.0,0.129,0.821,131.105,256427.0,4.0
Shoulda Let You Go,1yTfczdv9qGCfJpZF3y4yQ,Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.725,0.594,2.0,-5.2429999999999986,1.0,0.0496,0.0939,0.0,0.22,0.25,91.794,220867.0,4.0
Oops (Oh My) [feat. Missy Elliott],5Y0E3dOeynKuLDAXu0t0Bg,Tweet,6zDBeei6hHRiZdAJ6zoTCo,rnb,"['neo', 'urban', 'r&b', 'hip']",0.66,0.536,10.0,-8.786,0.0,0.29,0.233,0.006690000000000001,0.111,0.775,159.963,237800.0,4.0
U Should've Known Better,0EQuu6hyNACWI7LT7N5pRv,Monica,6nzxy2wXs6tLgzEtqOkEi2,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'r&b', 'dance']",0.753,0.516,6.0,-5.164,1.0,0.0308,0.191,0.0,0.275,0.826,122.019,257787.0,4.0
Since You've Been Gone,6gA3b0M69d0SzuZqWtZXWD,DAY26,7dpKVB4mK3ufNdZOpMKtrd,rnb,"['pop', 'hip', 'urban', 'r&b', 'dance', 'boy']",0.516,0.69,6.0,-6.944,1.0,0.0436,0.165,0.0,0.126,0.398,129.833,250880.0,4.0
Need U Bad,0Ri0LzOMJmqi9HGZE5cRYV,Jazmine Sullivan,7gSjFKpVmDgC2MMsnN8CYq,rnb,"['neo', 'pop', 'hip', 'urban', 'alternative', 'r&b', 'dance']",0.529,0.659,7.0,-5.318,1.0,0.0629,0.0232,0.0,0.114,0.36,138.196,257427.0,4.0
I Like It,0IvTGWbNnCiUi9IOF7ye3F,Sammie,4p07QU02SrLsaORo25h2Lg,rnb,"['pop', 'hip', 'urban', 'r&b', 'dance']",0.826,0.6559999999999999,9.0,-8.529,1.0,0.0617,0.0101,0.000113,0.0272,0.852,129.963,251040.0,4.0
Let It Go,2RqZFOLOnzVmHUX7ZMcaES,Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,rnb,"['neo', 'pop', 'hip', 'urban', 'r&b', 'dance']",0.8059999999999999,0.721,10.0,-5.167000000000002,0.0,0.215,0.197,0.0,0.209,0.7809999999999999,94.967,238333.0,4.0
How Do I Breathe,174rZBKJAqD10VBnOjlQQ3,Mario,20s0P9QLxGqKuCsGwFsp7w,rnb,"['pop', 'hip', 'rap', 'urban', 'r&b', 'post-teen', 'dance']",0.684,0.455,5.0,-8.216000000000001,1.0,0.0307,0.215,1.08e-06,0.263,0.487,97.956,216893.0,4.0
So Gone,6BIcjFZIVDZxNAcofRFPx4,Monica,6nzxy2wXs6tLgzEtqOkEi2,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'r&b', 'dance']",0.618,0.552,8.0,-6.863,1.0,0.0981,0.17600000000000002,0.0,0.252,0.586,81.975,242773.0,4.0
I Need a Girl,5cU50IAoAFF7qFWOtdbEjr,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,rnb,"['urban', 'dance', 'pop', 'r&b']",0.602,0.785,7.0,-6.129,1.0,0.0578,0.245,0.0,0.19,0.565,84.038,214480.0,4.0
Take You Down,1vwUsp52io0AGQ5yv470IC,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,rnb,"['dance', 'pop', 'r&b', 'rap']",0.387,0.64,11.0,-5.817,0.0,0.081,0.107,0.0,0.319,0.617,59.989,245933.0,4.0
Happy,6CbcdeTQKj0qTaZTt0xkdk,Ashanti,5rkVyNGXEgeUqKkB5ccK83,rnb,"['pop', 'hip', 'urban', 'r&b', 'dance']",0.727,0.515,2.0,-6.553,0.0,0.0289,0.241,3.74e-06,0.124,0.695,89.488,262227.0,4.0
When I See U,4iuNZTcvT9diFySSzVsnVS,Fantasia,7xAcVHPiirnUqfdqo0USb1,rnb,"['neo', 'pop', 'hip', 'urban', 'quiet', 'r&b', 'dance']",0.569,0.596,8.0,-6.4860000000000015,1.0,0.171,0.457,8.99e-05,0.205,0.757,93.134,217347.0,4.0
He Can't Love U,3VEZvzr84WVnoorZ4tlBSw,Jagged Edge,7Aq8lpLMSt1Zxu56pe9bmp,rnb,"['neo', 'pop', 'hip', 'new', 'urban', 'quiet', 'r&b', 'southern', 'dance', 'atl']",0.721,0.836,8.0,-3.972,0.0,0.206,0.112,0.0,0.235,0.508,126.279,244053.0,4.0
Buy U a Drank (Shawty Snappin'),2aIdVb8v9KTpEZnftkz2mD,T-Pain,3aQeKQSyrW4qWr35idm0cy,rnb,"['pop', 'hip', 'rap', 'trap', 'urban', 'r&b', 'southern', 'dance']",0.451,0.55,1.0,-8.137,1.0,0.262,0.0108,0.0,0.0737,0.594,80.001,227960.0,4.0
I Invented Sex (feat. Drake),1Ug1mV9h5qVSs4rvvnQWux,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,rnb,"['urban', 'dance', 'pop', 'r&b']",0.69,0.76,0.0,-4.7780000000000005,1.0,0.0587,0.0678,0.0,0.184,0.468,89.958,247933.0,4.0
